Cod_Loc,IdProvincia,IdDepartamento,CategorÃ­a,Provincia,Departamento,Localidad,Nombre,Domicilio,Piso,CP,Cod_area,TelÃ©fono,Mail,Web,InformaciÃ³n adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,aÃ±o_act
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cepa - Ciudad Argentina,Av. CÃ³rdoba 1255,7Âº,1055.0,11.0,48114250,,,,-34.5991216,-58.3846459,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Certeza,Bernardo De Irigoyen 650,Pb 4,1072.0,11.0,43316651,,,,-34.615823,-58.380323,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cia. Naviera Ilimitada Editores,E.S. Discepolo 1862,2A,1051.0,11.0,6285484,,,,-34.6036844,-58.3815591,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciencia Y Tecnica Libros,Tacuari 1334,7? A,1139.0,11.0,43004253,,,,-34.6241669,-58.378311,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Circulo De Lectores,Av. Rivadavia 1122,,1033.0,11.0,43003778,,,,-34.6085102,-58.3823327,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Circulo Latino Austral,Av. Caseros 1573,Pb,1152.0,11.0,43052400,,www.circulolatino.com.ar,,-34.632711,-58.385032,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Nueva,Lezica 4358,,1202.0,11.0,49814885,,www.ciudadnueva.org.ar,,-34.613017,-58.427626,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Clacso,Estados Unidos 1168,,1101.0,11.0,43049145,,,,-34.618572,-58.382465,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Claretiana,Lima 1360,,1138.0,11.0,43059597  Int. 108,,,,-34.624119,-58.381415,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Close Up,Luis Maria Campos 42,,1425.0,11.0,47713800,,,,-34.576382,-58.429539,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Club Burton,Estados Unidos 700,,1101.0,11.0,43005561,,,,-34.6186724,-58.3756859,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Clyna,Cerrito 1136,5Âº B,1010.0,11.0,40125100,,,,-34.59506,-58.382757,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Colegio de Traductores PÃºblicos de la  Ciudad AutÃ³noma de Buenos Aires,Av. Corrientes 1834,,1045.0,11.0,43737173,,,,-34.604485,-58.392765,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Colihue,Av. Diaz Velez 5125,,1405.0,11.0,49584442,,,,-34.608767,-58.439107,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Colision Libros,Junin 1616,6? Piso,1113.0,11.0,48078611,,,,-34.589938,-58.393829,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Como Gog y Magog Ediciones /,Padilla 673,1ro A,,11.0,1551472584,info@gogymagog.com,www.gogymagog.com/,,-34.5999873,-58.4424304,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Condorhuasi,Medrano 1335,,1179.0,11.0,48271070,,,,-34.593719,-58.4194046,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Confederacion Espiritista Argentina,Sanchez De Bustamante 463,,1173.0,11.0,48626314,,,,-34.6045171,-58.4145336,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Conferencia Episcopal Argentina,Suipacha 1032,,1008.0,11.0,4328859,,,,-34.596112,-58.3800093,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Consejo Interuniversitario Nacional,Pacheco De Melo 2084,,1126.0,11.0,48065569,,,,-34.590346,-58.395652,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Consejo Profesional de Ciencias Economicas,Viamonte 1549,,1055.0,11.0,60091600,,www.cpcecf.org.ar,,-34.600667,-58.388835,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Continente Ediciones,Pavon 2231,,1248.0,11.0,43083535,,www.edicontinente.com.ar,,-34.626811,-58.395957,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cooperativa Comunidad,Rondeau 1651,1? Piso,1130.0,11.0,43047851,,,,-34.6036844,-58.3815591,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Corpus Libros M?dicos y Cient?ficos,Tucum?n 2180,,,11.0,43718635,dmestre@corpuslibros.com,www.corpuslibros.com,,-34.602215,-58.398182,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Corregidor,Rodriguez Pe?a 452,,1020.0,11.0,43744959,,www.corregidor.com.ar,,-34.603714,-58.390849,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Cp 67, Libreria Tecnica",Florida 683,Local 18,1005.0,11.0,43146303,,,,-34.5999267,-58.375034,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Creadores Argentinos,Av. San Juan 1146,Piso 10 Depto. A,,11.0,43047283,info@creadoresargentinos.com,www.creadoresargentinos.com.ar,,-34.622204,-58.382144,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Crecer  Creando,F. Roosevelt 4550,,1031.0,11.0,43712738,,,,-34.5700689,-58.4811269,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cypres,Av. Chiclana 3437,,1260.0,11.0,49111194,,,,-34.635533,-58.412938,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"D & D, Ediciones",Av. CÃ³rdoba 1522,3Âº,1055.0,11.0,43828505,,,,-34.5995698,-58.38856,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De Dios Editores,Tacuar? 131,1? B,,11.0,4334235,info@dediosonline.com,www.dediosonline.com,,-34.609867,-58.379159,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De La Flor,Anchoris 27,,1280.0,11.0,43045529,,,,-34.6343372,-58.3895406,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De Los Cuatro Vientos / G?rgola /,Venezuela 726,,1095.0,11.0,43314204,info@deloscuatrovientos.com.ar,,,-34.613945,-58.376458,localizaciÃ³n precisa,CAL / ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"De Mente, Ediciones",Av. Corrientes 1312,8Âº,1043.0,11.0,43711825,,www.demente.com,,-34.603939,-58.385291,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Aula Taller, Ediciones",San Blas 5421,,1407.0,11.0,45663226,,www.aulataller.com,,-34.630989,-58.509318,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Dragon, Ediciones",Emilio Mitre 71,7Âº B,1424.0,11.0,44321868,,www.deldragonediciones.com.ar,,-34.622707,-58.443868,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Futuro, Distribuciones",Av. Paso Colon 221,Piso 6Âº,1063.0,11.0,4305633,,,,-34.6102301,-58.3696515,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Del Hospital Ediciones,Potosi  4240,,1199.0,11.0,49590200 int. 2997,,,,-34.607356,-58.4268277,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Del Jurista, Libreria",Talcahuano 427,,1013.0,11.0,43717337,,,,-34.6036148,-58.3850638,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Del Nuevo Extremo,Angel J. Carranza 1852,,1414.0,11.0,47733228,,www.delnuevoextremo.com,,-34.581376,-58.437039,localizaciÃ³n precisa,CAL/CAP/ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Del Sol,Av. Callao 737,,1023.0,11.0,48116722,,,,-34.600375,-58.392809,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Desde La Gente,Av. Corrientes 1543,,1042.0,11.0,50778080,,www.rcc.rcc.com.ar,,-34.604932,-58.388928,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Deva,Av. San Juan 777,,1147.0,11.0,43613045,,,,-34.622035,-58.376852,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Di Lalla Ediciones,Uruguay  705,"9 ""B""",1015.0,11.0,4374182,,,,-34.600509,-58.386717,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Dial Book,ArÃ¡oz de Lamadrid 2842/44,,,11.0,43027005,osvaldodiaz@dialbook.com.ar,www.dial-book.com,,-34.639685,-58.3661913,localizaciÃ³n precisa,CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diamond Books / Diamond Books / edita.la / SB / Semiotica / Zona Pedi?trica,Yapeyu 283,,1202.0,11.0,49811912,,,,-34.6155338,-58.4216758,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diaz Horacio Miguel,Av. Cruz 1610,,1424.0,11.0,49185787,,,,-34.6490487,-58.4293276,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diblasa Srl,Nu?ez 2802,Dto. 8,1429.0,11.0,47024394,,,,-34.5427503,-58.4601452,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distal / Pampa Books,Paseo Col?n 1350,,,11.0,32209400,perla@distalnet.com,www.distalnet.com,,-34.623439,-58.368105,localizaciÃ³n precisa,CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distribuidora Alberto Luongo S.A.,Pavon 2540,,1428.0,,,,,,-34.6274809,-58.400617,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distribuidora Librum,Av. Donado 4694,,,11.0,32209400,,www.librum.com.ar,,-34.5498389,-58.4924244,localizaciÃ³n precisa,CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Docencia S.A.,Aguero 2260,,,11.0,Â 48058333,info@editorialdocencia.com.ar,,,-34.586739,-58.40053,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Domb Barbara Y Domb Ezequiel Sh,Galicia 919,4Âº A,1416.0,11.0,20102023,,,,-34.5921637,-58.4063462,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Don Bosco, Ediciones",Don Bosco 4069,,1206.0,11.0,49817314,info@edebe.com.ar,,,-34.613524,-58.422912,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Dryl Sa,Viamonte 1181,4? Piso,1053.0,11.0,52639027,,,,-34.6003083,-58.3836323,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Dunken, Editorial",Ayacucho 357,,1025.0,11.0,49547700,,www.dunken.com.ar,,-34.605082,-58.395212,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Edhasa,Av. CÃ³rdoba 744,2Âº C,1054.0,11.0,43933432,,,,-34.59887,-58.377443,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediar,Tucuman 927,6?,1049.0,11.0,43226589,,,,-34.601979,-58.379984,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediba,Av. Forest 579,PB,,11.0,45549800,mariarosatocci@ediba.com,www.edibalibros.com,,-34.585365,-58.453754,localizaciÃ³n precisa,CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Akal Suc Argentina,Av. Belgrano 1460,PB A,1093.0,11.0,57113943,,,,-34.6136171,-58.3868796,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Al Sur Srl,Guamini 5007,,1439.0,11.0,65696290,,,,-34.6884689,-58.4759739,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Ampersand,Cavia 2985,1Âº,1425.0,11.0,48098614,,,,-34.5774859,-58.4072396,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Argentinidad,Florida 860,Local 101,1005.0,11.0,4894169,,,,-34.597989,-58.375395,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Biebel,J.J. Biedma 1005,,1405.0,11.0,45823878,,,,-34.613238,-58.455199,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Cooperativas,Tucuman 3227,,1189.0,11.0,48645520,,www.edcooperativas.com.ar,,-34.600427,-58.41123,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Del Camino,Alsina 2747,,1090.0,11.0,49572971,,,,-34.6123265,-58.4048988,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Ediciones del CCC Centro Cultural de la CooperaciÃ³n Floreal Gorini; Instituto Movilizador de Fondos Cooperativos; Desde la Gente,",Av. Corrientes 1543,,1042.0,,,,,,-34.604132,-58.388028,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Del Dock,Av. CÃ³rdoba 2054,1Âº A,1120.0,11.0,43742772,,www.deldock.com.ar,,-34.599734,-58.39654,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones del Naranjo,Lambar? 846,Piso 1 Depto B,1185.0,11.0,52187004,,www.delnaranjo.com.ar,,-34.563204,-58.43959,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones del Signo,AnÃ­bal Troilo 942,Piso 1 Depto. A,,11.0,154416685,,www.edicionesdelsigno.com.ar,,-34.584325,-58.411302,localizaciÃ³n precisa,SInCA,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Didot,Arevalo 1830,,1414.0,11.0,47719821,,,,-34.5798508,-58.4393046,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones En Danza,Gaspar M.De Jovellanos 1068,,1269.0,11.0,43015031,,www.edicionesendanza.com.ar,,-34.641967,-58.371675,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Fabro,Viamonte 1550,,,11.0,53686390,editorial@edicionesfabro.com.ar,edicionesfabro.com.ar,,-34.591297,-58.468642,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones GCC / GCC - Grupo de Canto Coral,Mariano Acha 3969,,,11.0,45425018,ediciones@gcc.org.ar,www.gcc.org.ar,,-34.556339,-58.490337,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Godot,Freire 2551,3Âº D,1428.0,11.0,1557177826,,,,-34.5624637,-58.467827,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Herramienta,Rivadavia 3772,1? B,1204.0,11.0,49824146,,,,-34.611112,-58.419359,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Ips,Riobamba 144,,1025.0,11.0,45224706,,,,-34.6075778,-58.3936576,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Lariviere,Talcahuano 768,Piso 10 Of 34,1013.0,11.0,43728383,,www.edicioneslariviere.com,,-34.599646,-58.385471,localizaciÃ³n precisa,CAL / ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Lea,Av. Dorrego 330,,1414.0,11.0,48569056,produccion@edicioneslea.com,www.edicioneslea.com,,-34.595711,-58.452497,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Luxemburg,Tandil 3564,Dto E,1407.0,11.0,43042703,,,,-34.638999,-58.474848,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Rap S.A.,Talcahuano 638,Piso 2 Depto. D,,11.0,43740661,consulta@revistasrap.com.ar,,,-34.601189,-58.385332,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Simurg,Jer?nimo Salguero 33,Piso 6? ?D?,,11.0,48632291,simurg@sion.com,edicionessimurg.com,,-34.598845,-58.443612,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Sm Sa,Av. Callao 410,2Âº,1022.0,11.0,4000400,,www.grupo-sm.com,,-34.604146,-58.392511,localizaciÃ³n precisa,CAL/CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Voces del Sur,Azcuenaga 720,,,,,,www.vocesdelsur.com.ar,,-34.600821,-58.401002,localizaciÃ³n precisa,SInCA,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ediciones Winogrand,Reconquista 642,Of 714,1010.0,11.0,48115040,,,,-34.6003791,-58.3726335,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Edicol,Av. De Mayo 979,,1084.0,11.0,43436216,,,,-34.608742,-58.380363,localizaciÃ³n precisa,CAL,2019
