Cod_Loc,IdProvincia,IdDepartamento,Observacion,Categoría,Provincia,Departamento,Localidad,Nombre,Domicilio,Piso,CP,cod_area,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,tipo_gestion,digital,año_act
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Cronista Comercial,Av. Paseo Colon 740,Piso 1,1063,11,41219300,,www.cronista.com,,-34.6162620,-58.3687660,localización precisa,SInCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Universal,Av Corrientes 4070,,,11,52759400,redaccion@eluniversal.com.ar,,,-34.6030602,-58.4220727,localización precisa,SINCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Nacion,Bouchard 557,,1106,11,43191600,diario@lanacion.com.ar,www.lanacion.com.ar,,-34.6010830,-58.3692370,localización precisa,IVC,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Prensa,Azopardo 715,,1107,11,43491000,informaciongeneral@laprensa.com.ar,www.laprensa.com.ar,,-34.6158760,-58.3675460,localización precisa,SInCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Miardas al Sur,Serrano 1139,,,11,47753333,gediazyanotti@grupoveintitres.com,www.sur.infonews.com/,,-34.5919207,-58.4351135,localización precisa,SINCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ole,Tacuari 1842,,1139,,,ole@ole.com.ar,www.ole.com.ar,,-34.6295830,-58.3750850,localización precisa,IVC,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Pagina / 12,Solis  525,,1134,11,67724400,,www.pagina12.com.ar,,-34.6150370,-58.3903670,localización precisa,IVC,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Perfil,Chacabuco 271,Piso 9,1069,11,43419000,perfilcom@perfil.com.ar,www.perfil.com,,-34.6112380,-58.3762190,localización precisa,SInCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Popular,Santa Fe 1725,,1425,11,48132009,redaccion@dpopular.com,www.popularonline.com.ar,,-34.5958400,-58.3922950,localización precisa,SInCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Tiempo Argentino,México 437,Piso 1,1097,,,,https://www.tiempoar.com.ar/,,-34.6147890,-58.3723540,localización precisa,SInCA,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buenos Aires Times ,California 2715,,1289,11,59854603,buenosairestimes@perfil.com,http://www.batimes.com.ar/,,-34.6493300,-58.3841450,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Clara Mente ,Bauness 2786,,1431,11,45238918,claramente@claramente.com.ar,http://www.claramente.com.ar/,,-34.5722660,-58.4900810,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Diario Judicial ,Paraná 426,,1017,11,52633519,,https://www.diariojudicial.com,,-34.6036070,-58.3880660,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Diario Popular ,Beguiristain 146,,1873,11,42043161,internet@dpopular.com.ar,https://www.diariopopular.com.ar/,,-34.6687860,-58.3523550,localización precisa,IVC,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Economista ,Paraguay 776 ,1° B,1057,11,43150265,redaccion@eleconomista.com.ar,https://www.eleconomista.com.ar/,,-34.5978150,-58.3779940,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
02000010,02,02000,,Diarios Impresos,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Le Monde Diplomatique,Paraguay 1535,,1061,,,contacto@eldiplo.org,https://www.eldiplo.org/,,-34.5983310,-58.3885990,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14147010,14,14147,,Diarios Impresos,Córdoba,Santa Maria,Alta Gracia,Nuevo Sumario ,Brasil 342,,5186,3547,426925,,https://www.diariosumario.com.ar/,, -31.655859 ,-64.4305590,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14063020,14,14063,,Diarios Impresos,Córdoba,Marcos Juarez,Arias,Poder Ciudadano ,La Rioja 643,,,3468,440205,fullpromo@yahoo.com.ar,https://poderciudadano.com.ar/,,-33.6482610,-62.4042550,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14182060,14,14182,,Diarios Impresos,Córdoba,Union,Bell Ville,Tribuna ,25 de Mayo 175,,,3537,416789,luisgiletta@tribunabellville.com.ar,http://www.tribunabellville.com.ar/,,-32.6360110,-62.6876250,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14014010,14,14014,,Diarios Impresos,Córdoba,Capital,Cordoba,Comercio y Justicia,Felix Paz 310,,,,,,www.comercioyjusticia.com.ar,,-31.4169060,-64.2320860,localización precisa,SInCA,Privado,Sí,2019
14014010,14,14014,,Diarios Impresos,Córdoba,Capital,Cordoba,Hoy Dia Cordoba ,Belgrano 157,,5000,351,4224400,web@hoydiacordoba.info,https://www.hoydia.com.ar/,,-31.4164670,-64.1892190,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14014010,14,14014,,Diarios Impresos,Córdoba,Capital,Cordoba,La Voz del Interior,Av La Voz del Interior 6080,,,,,,www.lavoz.com.ar,,-31.3432720,-64.2069940,localización precisa,IVC,Privado,Sí,2019
14014010,14,14014,,Diarios Impresos,Córdoba,Capital,Cordoba,Punto a Punto,Av. R. Nunez  4504,,5009,351,5891500,correo@pap.com.ar,www.papcordoba.com,,-31.3652320,-64.2355050,localización precisa,SInCA,Privado,Sí,2019
14021140,14,14021,,Diarios Impresos,Córdoba,Colon,Jesus Maria,El Despertador,Julio Argentino Roca 147,,5220,3525,401140,,www.eldespertadordiario.com.ar,,-30.9808176,-64.0979110,localización precisa,Direccion de Cultura y Turismo de Jesus Maria,Privado,Sí,2019
14063160,14,14063,,Diarios Impresos,Córdoba,Marcos Juarez,Leones,Nuevo Dia ,Av. Belgrano,,,3472,481453,,http://www.nuevodialeones.com,,-32.6609510,-62.2994990,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14098230,14,14098,,Diarios Impresos,Córdoba,Rio Cuarto,Rio Cuarto,Puntal Digital,Rivadavia 180,,5800,358,4649300,publicidadonline@puntal.com.ar,www.diariopuntal.com.ar,,-33.1256360,-64.3470620,localización precisa,SInCA,Privado,Sí,2019
14105240,14,14105,,Diarios Impresos,Córdoba,Rio Primero,Rio Primero,El Diario del Pueblo ,Av. Sarmiento 192,,,351,2286114,info@eldiariodelpueblo.net,https://www.lariberaweb.com,,-31.3268720,-63.6322900,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14161150,14,14161,,Diarios Impresos,Córdoba,Tercero Arriba,Rio Tercero,Tribuna,Caseros y San Miguel,,5850,3571,500208,tribuna@tribunadigital.com.ara,www.tribunadigital.com.ar/,,-32.1764910,-64.1234580,localización precisa,SInCA,Privado,Sí,2019
14140360,14,14140,,Diarios Impresos,Córdoba,San Justo,San Francisco,La Voz de San Justo,Bv. 9 de Julio 2035,,2400,3564,420694,gerencia@lavozdesanjusto.com.ar,www.lavozdesanjusto.com.ar,,-31.4302760,-62.0888540,localización precisa,SInCA,Privado,Sí,2019
14091250,14,14091,,Diarios Impresos,Córdoba,Punilla,Villa Carlos Paz,Bamba ,Asunción 81,,,2920,427541,,https://www.elbamba.com,,-31.4193970,-64.5062450,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
14091250,14,14091,,Diarios Impresos,Córdoba,Punilla,Villa Carlos Paz,El Diario de Carlos Paz ,"Alvear 381, Loc.1",,5152,3541,486587,diariocarlospaz@yahoo.com.ar,www.eldiariodecarlospaz.com,,-31.4193900,-64.4931520,localización precisa,SInCA / DiariosArgentinos.com,Privado,Sí,2019
14091250,14,14091,,Diarios Impresos,Córdoba,Punilla,Villa Carlos Paz,La Jornada ,s/d,,,,,,,Periodico de distribución gratuita,-31.4182380,-64.4933448,localización por localidad,Diarios Argentinos.com,Privado,Sí,2019
14042170,14,14042,,Diarios Impresos,Córdoba,General San Martin,Villa Maria,El Diario,Y. Hirigoyen 355,,5900,353,4613126,eldiario@eldiariocba.com.ar,www.eldiariocba.com.ar,,-32.4153260,-63.2418820,localización precisa,SInCA,Privado,Sí,2019
14042170,14,14042,,Diarios Impresos,Córdoba,General San Martin,Villa Maria,Puntal Villa Maria ,General Paz 290,,5900,353,4528080,puntalweb@puntal.com.ar,https://www.puntalvillamaria.com.ar,,-32.4083350, -63.245849,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
18021020,18,18021,,Diarios Impresos,Corrientes,Capital,Corrientes,Diario 1588,Lamadrid 1894 ,,3400,,,,www.diario1588.com,,-27.4712260,-58.8395840,localización precisa,SInCA,Privado,Sí,2019
18021020,18,18021,,Diarios Impresos,Corrientes,Capital,Corrientes,Diario Epoca,H.Yrigoyen 835,,3400,3783,424919,redaccion@diarioepoca.com,www.diarioepoca.com,,-27.4681810,-58.8414180,localización precisa,SInCA,Privado,Sí,2019
18021020,18,18021,,Diarios Impresos,Corrientes,Capital,Corrientes,El Libertador,25 de Mayo  928,,3400,3783,462440,ellibertadorpublicidad@hotmail.com,www.diarioellibertador.com.ar,,-27.4638640,-58.8399540,localización precisa,SInCA,Privado,Sí,2019
18021020,18,18021,,Diarios Impresos,Corrientes,Capital,Corrientes,El Litoral,Hipolito Yrigoyen 990,,3400,3783,411524,redaccion@el-litoral.com.ar,www.el-litoral.com.ar,,-27.4683590,-58.8394620,localización precisa,SInCA,Privado,Sí,2019
18021020,18,18021,,Diarios Impresos,Corrientes,Capital,Corrientes,La Republica,Carlos Pellegrini 1029,,3400,3783,427615,publicidadlarepublica@gmail.com,www.diariolarepublica.com.ar,,-27.4651300,-58.8387690,localización precisa,SInCA,Privado,Sí,2019
18119030,18,18119,,Diarios Impresos,Corrientes,Paso de los Libres,Paso de los Libres,Infolibres,Colón 1030 - Galería Garavano,,,,,info@infolibreS. com,www.infolibres.com,,-29.7119820,-57.0892040,localización precisa,SInCA,Privado,Sí,2019
30028010,30,30028,,Diarios Impresos,Entre Ríos,Federacion,Chajari,Chajari Al Dia,Stampa  2430,,,3456,420002,info@multimedioschajari.com.ar,http://www.chajarialdia.com.ar/,,-30.7548253,-57.9825558,localización precisa,SInCA,Privado,Sí,2019
30008020,30,30008,,Diarios Impresos,Entre Ríos,Colon,Colon,El Entre Rios ,Mariano Moreno 211,,,345,4271774,,https://www.elentrerios.com,,-32.2215880,-58.1363720,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
30098040,30,30098,,Diarios Impresos,Entre Ríos,Uruguay,Concepcion del Uruguay,La Calle,Moreno 139,,3260,3442,425614,,www.lacalle-online.com.ar,,-32.4866230,-58.2317880,localización precisa,SInCA,Privado,Sí,2019
30098040,30,30098,,Diarios Impresos,Entre Ríos,Uruguay,Concepcion del Uruguay,La Prensa Federal ,Mitre 61,,,3442,424600,,http://www.laprensafederal.com.ar/,,-32.4807610,-58.2314350,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
30015060,30,30015,,Diarios Impresos,Entre Ríos,Concordia,Concordia,El Heraldo,Quintana 42,,3202,345,4215304,heraldo@infovia.com.ar,www.elheraldo.com.ar,,-31.3982810,-58.0201620,localización precisa,SInCA,Privado,Sí,2019
30015060,30,30015,,Diarios Impresos,Entre Ríos,Concordia,Concordia,El Sol,Concejal Veiga 777,,,345,4210332,correo@diarioelsol.com.ar,www.diarioelsol.com,,-31.3929750,-58.0270610,localización precisa,SInCA,Privado,Sí,2019
30084070,30,30084,,Diarios Impresos,Entre Ríos,Parana,Crespo,El Observador del Litoral ,San Martín 1260,,,343,4951080,elobservadordellitoral@gmail.com,https://www.elobservadordellitoral.com,,-32.0327980,-60.3097080,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
30084070,30,30084,,Diarios Impresos,Entre Ríos,Parana,Crespo,Paralelo 32,Irigoyen y San Martin,,,,,info@paralelo32.com.ar,www.paralelo32.com.ar,,-32.0323650,-60.3091700,localización precisa,SInCA,Privado,Sí,2019
30028070,30,30028,,Diarios Impresos,Entre Ríos,Federacion,Federación,El Federaense,Av. San Martin 31,17,,3456,482009,info@elfederaense.com.ar,www.elfederaense.com.ar,,-30.9864460,-57.9200230,localización precisa,SInCA,Privado,Sí,2019
30049040,30,30049,,Diarios Impresos,Entre Ríos,Gualeguay,Gualeguay,El Debate Pregon ,Islas Malvinas 170,,,3444,423115,adm@diariodebatepregon.com.ar,http://www.diariodebatepregon.com,,-33.1480120,-59.3159100,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
30049040,30,30049,,Diarios Impresos,Entre Ríos,Gualeguay,Gualeguay,El Dia de Gualeguay,Chacabuco 38,Piso 1,2840,3444,423038,info@eldiadegualeguay.com.ar,www.gualeguayaldia.com.ar,,-33.1491020,-59.3120640,localización precisa,SInCA,Privado,Sí,2019
30056070,30,30056,,Diarios Impresos,Entre Ríos,Gualeguaychu,Gualeguaychu,El Argentino,9 de Julio 45,,,3446,47753333,gediazyanotti@grupoveintitres.com,www.diarioelargentino.com.ar,,-33.0079320,-58.5135700,localización precisa,SINCA,Privado,Sí,2019
30056070,30,30056,,Diarios Impresos,Entre Ríos,Gualeguaychu,Gualeguaychu,El Dia,Concordia 1993,,2820,3446,430808,lectores@eldiadegualeguaychu.com.ar,www.eldiaonline.com,,-33.0224990,-58.5338290,localización precisa,SInCA,Privado,Sí,2019
30056090,30,30056,,Diarios Impresos,Entre Ríos,Gualeguaychu,Larroque,Accion ,s/d,,,,,,http://acciondelarroque.com.ar/,Periodico,-33.0354243,-59.0018537,localización por localidad,Diarios Argentinos.com,Privado,Sí,2019
30084160,30,30084,,Diarios Impresos,Entre Ríos,Parana,Parana,El Diario,Urquiza 1,,,,,info@eldiarioentrerios.com.ar,www.eldiariodeparana.com.ar,,-31.7323710,-60.5302150,localización precisa,IVC,Privado,Sí,2019
30084160,30,30084,,Diarios Impresos,Entre Ríos,Parana,Parana,Uno,Peru 100,,3100,343,4233355,uno@unoentrerios.com.ar,www.unoentrerios.com.ar,,-31.7338990,-60.5325560,localización precisa,IVC,Privado,Sí,2019
34014020,34,34014,,Diarios Impresos,Formosa,Formosa,Formosa,El Comercial,Hipolito Yrigoyen 58,,3600,3717,431035,redaccion@elcomercial.com.ar,www.elcomercial.com.ar,,-26.1854520,-58.1640130,localización precisa,SInCA,Privado,Sí,2019
34014020,34,34014,,Diarios Impresos,Formosa,Formosa,Formosa,La Mañana,Dean Funes 950,,3600,3717,430868,cartas@lamanana-online.com.ar,www.lamanana-online.com.ar,,-26.1850170,-58.1679980,localización precisa,SInCA,Privado,Sí,2019
34014020,34,34014,,Diarios Impresos,Formosa,Formosa,Formosa,Opinion Ciudadana,Salta 164,,3600,3717,427292,,www.diariopinion.com.ar,,-26.1877080,-58.1639250,localización precisa,SInCA,Privado,Sí,2019
38021060,38,38021,,Diarios Impresos,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,El Tribuno de Jujuy,Belgrano  306,,4600,388,4237800,tribunojujuy@ciudad.com.ar,www.eltribuno.info/jujuy,,-24.1754911,-65.3220973,localización precisa,IVC,Privado,Sí,2019
38021060,38,38021,,Diarios Impresos,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Pregon,Belgrano 545,,4600,388,4236200,pregon@pregon.com.ar,www.pregon.com.ar,,-24.1852160,-65.3007470,localización precisa,SInCA,Privado,Sí,2019
42105030,42,42105,,Diarios Impresos,La Pampa,Maraco,General Pico,La Reforma ,Calle 20 Nº 627,,,,,redaccion@diariolareforma.com.ar,http://www.diariolareforma.com.ar/,,-35.6589150,-63.7541110,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
42056040,42,42056,,Diarios Impresos,La Pampa,Chapaleufu,Intendente Alvear,El Norte en Movimiento ,Int. Alvear,,,,,info@elnorteenmovimiento.com.ar,https://elnorteenmovimiento.com.ar/,,-35.2378880,-63.5971210,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
42021020,42,42021,,Diarios Impresos,La Pampa,Capital,Santa Rosa,El Diario,Jose Ingenieros  855,,6300,2954,411117,eldiariodelapampacomercial@gmail.com,www.eldiariodelapampa.com.ar,,-36.6288650,-64.2928490,localización precisa,IVC / Red de Ciudades Creativas,Privado,Sí,2019
42021020,42,42021,,Diarios Impresos,La Pampa,Capital,Santa Rosa,La Arena,Bartolome Mitre 339,,6300,2954,411111,info@laarena.com.ar,www.laarena.com.ar,,-36.6247980,-64.2912540,localización precisa,Red de Ciudades Creativas/ SInCA,Privado,Sí,2019
42021020,42,42021,,Diarios Impresos,La Pampa,Capital,Santa Rosa,Las Noticias al Bolsillo,Gallareta 816,,6300,,,lasnoticiasalbolsillo@yahoo.com.ar,,,-36.6466220,-64.3423600,localización precisa,Red de Ciudades Creativas,Privado,Sí,2019
42021020,42,42021,,Diarios Impresos,La Pampa,Capital,Santa Rosa,Semanario Region empresa periodística,Independencia 195,,6300,2954,4387800,info@region.com.ar,www.region.com.ar,,-36.6265030,-64.2792620,localización precisa,Red de Ciudades Creativas/ SInCA,Privado,Sí,2019
46042010,46,46042,,Diarios Impresos,La Rioja,Chilecito,Chilecito,Diario Chilecito,San Martin  95,,5360,3825,423700,Lector@GrupoEmail.com.ar,www.diariochilecito.com,,-29.1658380,-67.4934460,localización precisa,SInCA,Privado,Sí,2019
46014010,46,46014,,Diarios Impresos,La Rioja,Capital,La Rioja,El Independiente,9 de Julio 223,,5300,3822,469666,redaccion@el-independiente.com.ar,www.elindependiente.com.ar,,-29.4160560,-66.8547240,localización precisa,SInCA,Privado,Sí,2019
46014010,46,46014,,Diarios Impresos,La Rioja,Capital,La Rioja,Nueva Rioja,9 de Julio 86,,5300,3822,420400,,www.nuevarioja.com.ar,,-29.4144830,-66.8549470,localización precisa,SInCA,Privado,Sí,2019
50007010,50,50007,,Diarios Impresos,Mendoza,Capital,Mendoza,Ciudadano,Necochea 159,,5500,261,4292415,info@ciuadanodiario.com.ar,www.ciudadanodiario.com.ar,,-32.8870230,-68.8405970,localización precisa,SInCA,Privado,Sí,2019
50007010,50,50007,,Diarios Impresos,Mendoza,Capital,Mendoza,Diario Uno ,Av. Pedro Molina 345,,5500,261,4491300,,https://www.diariouno.com.ar/,,-32.8961450,-68.8453980,localización precisa,IVC,Privado,Sí,2019
50007010,50,50007,,Diarios Impresos,Mendoza,Capital,Mendoza,El Sol,La Rioja 987,,5500,261,4205051,,https://www.elsol.com.ar/,,-32.8920750,-68.8355850,localización precisa,SInCA,Privado,Sí,2019
50007010,50,50007,,Diarios Impresos,Mendoza,Capital,Mendoza,Los Andes,San Martin 1049,,5500,261,4202222,,www.losandes. com.ar,,-32.8911760,-68.8395320,localización precisa,IVC,Privado,Sí,2019
50007010,50,50007,,Diarios Impresos,Mendoza,Capital,Mendoza,Uno,Pedro Molina 345,,5500,261,4491300,uno_mendoza@diariouno.net.ar,www.diariouno.net.ar,,-32.8964360,-68.8455760,localización precisa,SInCA,Privado,Sí,2019
50098100,50,50098,,Diarios Impresos,Mendoza,San Martin,San Martin,Tiempo del Este ,s/d,,,,,jobave2002@gmail.com,http://tiempodeleste.com,,-33.0809008,-68.4705132,localización por localidad,Diarios Argentinos.com,Privado,Sí,2019
50105210,50,50105,,Diarios Impresos,Mendoza,San Rafael,San Rafael,San Rafael,Comandante Salas 131,,5600,2627,425317,redaccion@diariosanrafael.com.ar,www.diariosanrafael.com.ar,,-34.6138930,-68.3315880,localización precisa,SInCA,Privado,Sí,2019
54091080,54,54091,,Diarios Impresos,Misiones,Obera,Obera,Pregon Misionero ,Gdor. Barreyro 234,,,3755,401618,,https://pregonmisionero.wordpress.com/,,-27.4814200,-55.1146630,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
54028030,54,54028,,Diarios Impresos,Misiones,Capital,Posadas,El Territorio,Av. Quaranta 4307,,3301,3752,451844,webmaster@territoriodigital.net,www.territoriodigital.com,,-27.4020090,-55.9234240,localización precisa,IVC,Privado,Sí,2019
54028030,54,54028,,Diarios Impresos,Misiones,Capital,Posadas,Noticias de La Calle,Rademacher  3715,,3300,3752,422024,noticiasdelacalle@gmail.com,www.noticiasdelacalle.com.ar,,-27.3839520,-55.8962160,localización precisa,IVC,Privado,Sí,2019
54028030,54,54028,,Diarios Impresos,Misiones,Capital,Posadas,Primera Ediciones,Cordoba  1738,,3300,3752,420407,info@primeraedicionweb.com.ar,www.primeraedicionweb.com.ar,,-27.3679680,-55.8932240,localización precisa,IVC,Privado,Sí,2019
54028030,54,54028,,Diarios Impresos,Misiones,Capital,Posadas,Seis Paginas,San Martin 1598,Of. 6,3300,3752,423770,info@noticiasdel6.com,www.noticiasdel6.com,,-27.3662550,-55.8915070,localización precisa,SInCA,Privado,Sí,2019
54063030,54,54063,,Diarios Impresos,Misiones,Iguazu,Puerto Iguazu,La Voz de Cataratas ,Colibrí,,,,,info@lavozdecataratas.com,http://www.lavozdecataratas.com/,,-25.6100120,-54.5685430,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
58049010,58,58049,,Diarios Impresos,Neuquén,Huiliches,Junin de los Andes,Junin Dice,S/D,,,,,diario@junindice.com.ar,www.junindice.com.ar,,-39.9512712,-71.0705860,localización por localidad,SInCA,Privado,Sí,2019
58035070,58,58035,,Diarios Impresos,Neuquén,Confluencia,Neuquen,Diario Río Negro,Ministro González 290,,,299,4490900,,,,-38.9517780,-68.0549180,localización precisa,RCC,Privado,Sí,2019
58035070,58,58035,,Diarios Impresos,Neuquén,Confluencia,Neuquen,La Manana LMN neuquén,Fotheringham 445,,8300,299,4490400,redaccion@lmnequen.com.ar,www.lmneuquen.com.ar,,-38.9503270,-68.0689510,localización precisa,SInCA,Privado,Sí,2019
58035070,58,58035,,Diarios Impresos,Neuquén,Confluencia,Neuquen,Oportunidades,Sarmiento 266,,8300,299,4428574,,www.periodicooportunidades.com ,,-38.9572734,-68.0627784,localización precisa,Municipalidad de Neuquén - Red de Ciudades Creativas,Privado,Sí,2019
58091040,58,58091,,Diarios Impresos,Neuquén,Pehuenches,Rincon de los Sauces,El Periodico de Rincon,S/D,,,,,contacto@elperiodicoderincon.com.ar,www.elperiodicoderincon.com.ar,,-37.3940595,-6892602178165360000000.0000000,localización por localidad,SInCA,Privado,Sí,2019
58056010,58,58056,,Diarios Impresos,Neuquén,Lacar,San Martin de los Andes,La Bandurria,Av. San Martin  545,,,2972,427894,,www.labandurria.com.ar,,-40.1581850,-71.3542860,localización precisa,SInCA,Privado,Sí,2019
62042450,62,62042,,Diarios Impresos,Río Negro,General Roca,General Roca,Rio Negro,9 de Julio 733,,8332,2941,439300,cartas@rionegro.com.ar,www.rionegro.com.ar,,-39.0295740,-67.5750760,localización precisa,IVC,Privado,Sí,2019
62021060,62,62021,,Diarios Impresos,Río Negro,Bariloche,San Carlos de Bariloche,El Cordillerano,Moreno 975,,8400,2944,431409,noticias@elcordillerano.com.ar,www.elcordillerano.com.ar,,-41.1360530,-71.2962510,localización precisa,SInCA,Privado,Sí,2019
62007090,62,62007,,Diarios Impresos,Río Negro,Adolfo Alsina,Viedma,Al Dia,Saavedra 1196,,8500,2920,432277,,www.diarioaldia.com.ar,,-40.8132340,-63.0017410,localización precisa,SInCA,Privado,Sí,2019
62007090,62,62007,,Diarios Impresos,Río Negro,Adolfo Alsina,Viedma,Noticias de la Costa,Sarmiento 40,,8500,2920,427540,redaccion@noticiasnet.com.ar,www.noticiasnet.com.ar,,-40.8074635,-62.9912328,localización precisa,Subsecretaria de Cultura de la Municipalidad de Viedma - Red de Ciudades Creativas,Privado,Sí,2019
62042560,62,62042,,Diarios Impresos,Río Negro,General Roca,Villa Regina,La Comuna ,Pueyrredón Sur 81,,8336,298,4439370,lacomuna@rionegro.com.ar,https://www.lacomuna.com.ar,,-39.0930590,-67.0874940,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,Crónica del NOA,Pje. Gobelli 1885,,4400,387,155881454,cronicadelnoa@gmail.com ,http://www.cronicadelnoa.com.ar/,,-24.7756880,-65.4274720,localización precisa,Municipalidad de Salta - Red de Ciudades Creativas,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,Cadena Global,Los Peteribíes 300,,4400,,,,www.diariodigitalglobal.com.ar,,-24.7664420,-65.3962320,localización precisa,SInCA,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,Cuarto Poder,Av. Belgrano 1314,,,,,,,,-24.7864780,-65.4207950,localización precisa,RCC,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,El Expreso,Av Ragone y Calle 213,,,,,,,,-24.8239450,-65.4226530,localización precisa,RCC,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,El Intransigente,Vicente Lopez 168,,4400,,,,www.elintransigente.com,,-24.7882480,-65.4053390,localización precisa,SInCA ,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,El Tribuno,Av. Ex Combatientes de Malvinas 3890,,4412,387,4246240,redaccion@eltribuno.com.ar,www.eltribuno.info/salta/diario/hoy,,-24.8395820,-65.4335660,localización precisa,IVC,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,Nueva Propuesta,Pje. Riobamba 950,,,,,,,,-24.7783145,-65.4245290,localización precisa,RCC,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,Nuevo Diario Salta,Caseros 837,,,387,4227672,,www.nuevodiariodesalta.com.ar,,-24.7896400,-65.4141770,localización precisa,SInCA,Privado,Sí,2019
66028050,66,66028,,Diarios Impresos,Salta,Capital,Salta,Punto Uno,Bartolomé Mitre 1967,,4400,387,4398183,info@diariopuntouno.com.ar,http://www.diariopuntouno.com.ar,,-24.7654624,-65.4088582,localización precisa,Municipalidad de Salta,Privado,Sí,2019
