Código_Jurisdicción,Descripción_Jurisdicción,Código_Subjurisdicción,Descripción_Subjurisdicción,Código_Entidad,Descripción_Entidad,Código_Programa,Descripción_Programa,Código_Subprograma,Descripción_Subprograma,Codígo_Inciso,Descripción_Inciso,Código_Principal,Descripción_Principal,Crédito_2021
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,0,Comisión Cascos Blancos,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",9000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,0,Comisión Cascos Blancos,2,Bienes de Consumo,5,"Productos Químicos, Combustibles y Lubricantes",685787
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,0,Comisión Cascos Blancos,2,Bienes de Consumo,9,Otros Bienes de Consumo,15000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,0,Comisión Cascos Blancos,3,Servicios No Personales,5,Servicios Comerciales y Financieros,129738
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,0,Comisión Cascos Blancos,3,Servicios No Personales,7,Pasajes y Viáticos,432400
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Comisión Cascos Blancos,0,Comisión Cascos Blancos,4,Bienes de Uso,3,Maquinaria y Equipo,67136
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,1,Gastos en Personal,1,Personal Permanente,731216305
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,1,Gastos en Personal,3,Servicios Extraordinarios,6989406
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,1,Gastos en Personal,5,Asistencia Social al Personal,236083
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,1,Gastos en Personal,8,Personal contratado,67398142
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",470000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",58167
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,2,Bienes de Consumo,5,"Productos Químicos, Combustibles y Lubricantes",19000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,2,Bienes de Consumo,9,Otros Bienes de Consumo,344000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",25000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,500000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,3,Servicios No Personales,5,Servicios Comerciales y Financieros,257100
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,3,Servicios No Personales,7,Pasajes y Viáticos,34261000
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,3,Servicios No Personales,9,Otros Servicios,168357040
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,4,Bienes de Uso,3,Maquinaria y Equipo,138860
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,0,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,1032624530
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,1,Gastos en Personal,1,Personal Permanente,151635605
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,1,Gastos en Personal,2,Personal Temporario,91448217
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,1,Gastos en Personal,3,Servicios Extraordinarios,11953383
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,1,Gastos en Personal,5,Asistencia Social al Personal,81545
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,1,Gastos en Personal,8,Personal contratado,13355722
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",14599441
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,2,Textiles y Vestuario,7986310
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",194143
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,5,"Productos Químicos, Combustibles y Lubricantes",3654701
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,6,Productos de Minerales No Metálicos,11351757
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,7,Productos Metálicos,8080043
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,8,Minerales,612500
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,2,Bienes de Consumo,9,Otros Bienes de Consumo,20390457
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,3,Servicios No Personales,1,Servicios Básicos,4169433
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",6428907
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,1400268
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,3,Servicios No Personales,5,Servicios Comerciales y Financieros,559777
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,3,Servicios No Personales,7,Pasajes y Viáticos,4084228
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,3,Servicios No Personales,9,Otros Servicios,286218
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antártico,0,Desarrollo del Plan Antártico,4,Bienes de Uso,3,Maquinaria y Equipo,15778207
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promoción de la Cooperación Internacional,0,Promoción de la Cooperación Internacional,1,Gastos en Personal,1,Personal Permanente,57110134
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promoción de la Cooperación Internacional,0,Promoción de la Cooperación Internacional,1,Gastos en Personal,3,Servicios Extraordinarios,909071
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promoción de la Cooperación Internacional,0,Promoción de la Cooperación Internacional,1,Gastos en Personal,8,Personal contratado,12829866
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promoción de la Cooperación Internacional,0,Promoción de la Cooperación Internacional,3,Servicios No Personales,7,Pasajes y Viáticos,904149
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promoción de la Cooperación Internacional,0,Promoción de la Cooperación Internacional,5,Transferencias,9,Transferencias al Exterior,30316020
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",1,Gastos en Personal,1,Personal Permanente,146733763
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",1,Gastos en Personal,3,Servicios Extraordinarios,1852720
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",1,Gastos en Personal,5,Asistencia Social al Personal,33234
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",1,Gastos en Personal,8,Personal contratado,11068633
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",2116324
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",3,Servicios No Personales,5,Servicios Comerciales y Financieros,1886798
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",3,Servicios No Personales,7,Pasajes y Viáticos,1085361
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",0,"Acciones Diplomáticas para la Promoción del Reclamo Argentino de Reconocimiento de la Soberanía Nacional de las Islas Malvinas,",3,Servicios No Personales,9,Otros Servicios,10440
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",92,Cuotas y Contribuciones a Organismos Internacionales,0,Cuotas y Contribuciones a Organismos Internacionales,5,Transferencias,9,Transferencias al Exterior,7881099950
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,1,Gastos en Personal,1,Personal Permanente,50255724
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,1,Gastos en Personal,3,Servicios Extraordinarios,3732056
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,1,Gastos en Personal,5,Asistencia Social al Personal,4603264
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,1,Gastos en Personal,7,Gabinete de autoridades superiores,5169815
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,1,Gastos en Personal,8,Personal contratado,159751141
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",150000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",20000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,2,Bienes de Consumo,4,Productos de Cuero y Caucho,150000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,2,Bienes de Consumo,5,"Productos Químicos, Combustibles y Lubricantes",300000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,2,Bienes de Consumo,9,Otros Bienes de Consumo,139000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,1,Servicios Básicos,1530000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,2,Alquileres y Derechos,1005000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",900000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,4820000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,5,Servicios Comerciales y Financieros,2445000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,7,Pasajes y Viáticos,5730000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,8,"Impuestos, Derechos, Tasas y Juicios",2899000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,3,Servicios No Personales,9,Otros Servicios,200000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,4,Bienes de Uso,3,Maquinaria y Equipo,764000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,31448000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,118,Instituto Nacional de Asuntos Indígenas,16,Atención y Desarrollo de Poblaciones Indígenas,0,Atención y Desarrollo de Poblaciones Indígenas,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,13495000
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,202,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo",16,"Acciones contra la Discriminación, la Xenofobia y el Racismo",0,"Acciones contra la Discriminación, la Xenofobia y el Racismo",1,Gastos en Personal,1,Personal Permanente,230002600
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,202,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo",16,"Acciones contra la Discriminación, la Xenofobia y el Racismo",0,"Acciones contra la Discriminación, la Xenofobia y el Racismo",1,Gastos en Personal,5,Asistencia Social al Personal,5291200
40,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,202,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo",16,"Acciones contra la Discriminación, la Xenofobia y el Racismo",0,"Acciones contra la Discriminación, la Xenofobia y el Racismo",2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",469490
